first_name,second_name,form,team_against,Home_Away,minutes,xG,xA,xGC,xPoints,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,saves,defensive_points,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards
Viktor,Gyökeres,1.8,Man Utd,Home,716.0,0.47765363128491617,0.021368715083798884,0.4801675977653631,4.488687150837989,4.022346368715084,0.3770949720670391,0.0,0.8798882681564245,0.25139664804469275,0.25139664804469275,0.0,0.0,1.005586592178771,1.759776536312849,0.25139664804469275,3.016759776536313,0.0,0.0,0.0,0.0,0.0
Ollie,Watkins,5.6,Newcastle,Away,848.0,0.39587264150943396,0.04245283018867925,1.2491745283018865,4.045754716981133,3.714622641509434,0.2122641509433962,0.1061320754716981,0.4245283018867924,0.8490566037735848,0.31839622641509435,0.0,0.0,0.7429245283018868,1.8042452830188678,0.7429245283018868,3.2900943396226414,0.0,0.0,0.0,0.0,0.0
Zian,Flemming,0.2,Spurs,Home,308.0,0.0642857142857143,0.014610389610389612,1.5545454545454547,1.4698051948051947,2.0454545454545454,0.0,0.0,0.29220779220779225,1.168831168831169,0.0,0.0,0.0,2.337662337662338,1.168831168831169,0.5844155844155845,4.090909090909091,0.0,0.0,0.0,0.29220779220779225,0.0
Lyle,Foster,0.2,Spurs,Home,406.0,0.06650246305418721,0.02438423645320197,1.2812807881773398,2.555911330049261,3.103448275862069,0.0,0.22167487684729065,0.4433497536945813,1.1083743842364533,0.22167487684729065,0.0,0.0,2.2167487684729066,3.103448275862069,1.1083743842364533,6.428571428571429,0.0,0.0,0.0,0.0,0.0
Armando,Broja,3.0,Spurs,Home,342.0,0.2578947368421053,0.015789473684210527,1.931578947368421,2.9210526315789473,3.4210526315789473,0.0,0.2631578947368421,0.2631578947368421,2.1052631578947367,0.0,0.0,0.5263157894736842,1.3157894736842106,3.68421052631579,1.0526315789473684,6.052631578947369,0.0,0.0,0.0,0.0,0.0
Francisco Evanilson,de Lima Barbosa,3.6,Liverpool,Home,760.0,0.3197368421052631,0.045,0.6513157894736842,3.663947368421053,4.026315789473684,0.23684210526315788,0.23684210526315788,0.47368421052631576,1.0657894736842104,0.11842105263157894,0.0,0.0,0.5921052631578947,2.486842105263158,0.5921052631578947,3.6710526315789473,0.0,0.0,0.0,0.0,0.0
Junior,Kroupi,3.0,Liverpool,Home,302.0,0.5006622516556292,0.03278145695364238,0.6764900662251656,4.783112582781457,5.364238410596027,0.5960264900662251,0.0,0.5960264900662251,1.1920529801324502,0.29801324503311255,0.0,0.0,1.7880794701986755,3.8741721854304636,0.8940397350993378,6.556291390728477,0.0,0.0,0.0,0.0,0.0
Igor Thiago,Nascimento Rodrigues,7.6,Nott'm Forest,Home,938.0,0.6639658848614072,0.04797441364605544,1.4670575692963752,5.58230277185501,6.716417910447761,0.8635394456289979,0.09594882729211088,0.2878464818763326,0.8635394456289979,1.1513859275053304,0.0,0.0,2.3987206823027716,2.20682302771855,1.0554371002132197,5.660980810234541,0.0,0.0,0.0,0.2878464818763326,0.0
Danny,Welbeck,1.4,Fulham,Away,530.0,0.48056603773584905,0.059433962264150944,1.4467924528301885,4.81754716981132,5.773584905660377,0.6792452830188679,0.0,0.16981132075471697,1.1886792452830188,0.8490566037735848,0.0,0.0,0.8490566037735848,2.2075471698113205,0.6792452830188679,3.735849056603773,0.0,0.0,0.0,0.16981132075471697,0.0
Charalampos,Kostoulas,2.8,Fulham,Away,70.0,0.7842857142857143,0.03857142857142857,0.3342857142857143,5.824285714285713,6.428571428571429,0.0,1.2857142857142856,1.2857142857142856,0.0,0.0,0.0,0.0,1.2857142857142856,3.857142857142857,2.571428571428571,7.714285714285714,0.0,0.0,0.0,0.0,0.0
João Pedro,Junqueira de Jesus,4.0,Crystal Palace,Away,793.0,0.37112232030264813,0.03291298865069357,1.1394703656998737,4.420554854981084,4.993694829760403,0.45397225725094575,0.0,0.5674653215636821,0.6809583858764187,0.9079445145018915,0.0,0.0,1.1349306431273642,2.9508196721311473,0.6809583858764187,4.76670870113493,0.0,0.0,0.0,0.0,0.0
Liam,Delap,2.6,Crystal Palace,Away,205.0,0.25024390243902445,0.0175609756097561,1.9141463414634146,1.931707317073171,2.1951219512195124,0.0,0.0,0.43902439024390244,1.7560975609756098,0.0,0.0,0.0,0.8780487804878049,0.8780487804878049,0.43902439024390244,2.1951219512195124,0.0,0.0,0.0,0.43902439024390244,0.0
Marc,Guiu Paz,0.0,Crystal Palace,Away,75.0,0.264,0.0,1.392,3.4559999999999995,2.4,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Philippe,Mateta,3.4,Chelsea,Home,958.0,0.7102296450939457,0.05542797494780794,1.13580375782881,5.731628392484343,5.167014613778706,0.5636743215031316,0.0,0.3757828810020877,0.9394572025052192,0.8455114822546973,0.0,0.0,1.9728601252609603,2.3486430062630483,0.5636743215031316,4.88517745302714,0.0,0.0,0.0,0.0,0.0
Eddie,Nketiah,0.2,Chelsea,Home,137.0,0.17737226277372264,0.22992700729927007,1.4255474452554744,0.7423357664233576,1.9708029197080292,0.0,0.0,0.0,3.2846715328467155,0.0,0.0,0.0,2.6277372262773726,3.2846715328467155,1.3138686131386863,7.226277372262774,0.0,0.0,0.0,0.6569343065693432,0.0
