first_name,second_name,form,team_against,Home_Away,minutes,xG,xA,xGC,xPoints,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,saves,defensive_points,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards
Gabriel,dos Santos Magalhães,7.0,,,2146.0,0.07884436160298229,0.06919850885368126,0.6500465983224604,6.142730661696179,7.213420316868593,0.12581547064305684,0.16775396085740912,0.587138863000932,0.6290773532152842,1.048462255358807,0.0,0.8387698042870456,8.010251630941285,1.8872320596458527,1.342031686859273,9.352283317800559,0.0,0.0,0.0,0.12581547064305684,0.0
William,Saliba,4.8,,,2070.0,0.03826086956521739,0.03043478260869565,0.658695652173913,4.811304347826087,4.608695652173913,0.043478260869565216,0.0,0.4782608695652174,0.6956521739130435,0.391304347826087,0.0,0.2608695652173913,5.130434782608695,4.173913043478261,1.2608695652173914,6.391304347826087,0.0,0.0,0.0,0.043478260869565216,0.0
Riccardo,Calafiori,1.6,,,1421.0,0.16910626319493313,0.029767769176636174,0.5339197748064742,5.963054187192117,5.700211118930331,0.0633356790992259,0.1266713581984518,0.6966924700914848,0.44334975369458124,0.2533427163969036,0.0,0.0,3.9268121041520057,4.053483462350457,1.9634060520760028,5.890218156228008,0.0,0.0,0.0,0.3166783954961295,0.0
Jurriën,Timber,5.2,,,2433.0,0.17422934648582,0.05659679408138101,0.6210850801479654,5.633415536374846,5.511713933415536,0.11097410604192355,0.2219482120838471,0.4808877928483354,0.7398273736128236,0.3329223181257706,0.0,0.2219482120838471,2.996300863131936,3.5511713933415536,2.3674475955610355,5.363748458692971,0.0,0.0,0.0,0.14796547472256472,0.0
Myles,Lewis-Skelly,0.0,,,255.0,0.01764705882352941,0.021176470588235293,0.5541176470588235,6.423529411764705,1.7647058823529411,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,2.1176470588235294,3.5294117647058822,1.4117647058823528,3.5294117647058822,0.0,0.0,0.0,0.7058823529411764,0.0
Benjamin,White,0.0,,,402.0,0.0962686567164179,0.10746268656716418,0.9246268656716418,6.299999999999999,6.492537313432836,0.0,0.22388059701492538,0.6716417910447761,0.6716417910447761,0.6716417910447761,0.0,0.44776119402985076,4.925373134328358,4.029850746268656,2.9104477611940296,7.835820895522388,0.0,0.0,0.0,0.0,0.0
Cristhian,Mosquera,1.4,,,662.0,0.0,0.06661631419939577,0.7314199395770393,5.028851963746224,3.3987915407854987,0.0,0.0,0.2719033232628399,0.5438066465256798,0.13595166163141995,0.0,0.2719033232628399,6.253776435045317,3.1268882175226587,3.1268882175226587,9.380664652567976,0.0,0.0,0.0,0.2719033232628399,0.0
Piero,Hincapié,5.0,,,1457.0,0.020384351407000685,0.08339052848318462,0.8474948524365133,4.886684969114618,4.200411805078929,0.06177076183939602,0.06177076183939602,0.24708304735758407,0.9883321894303363,0.3706245710363761,0.0,0.7412491420727522,6.238846945778998,3.397391901166781,2.3472889498970484,8.586135895676046,0.06177076183939602,0.0,0.0,0.12354152367879204,0.0
Matty,Cash,0.2,West Ham,Home,2352.0,0.039795918367346944,0.09336734693877553,1.3871173469387756,2.7612244897959184,3.826530612244898,0.11479591836734694,0.07653061224489796,0.26785714285714285,1.0331632653061225,0.22959183673469388,0.0,0.07653061224489796,3.903061224489796,2.8316326530612246,1.836734693877551,5.7397959183673475,0.0,0.0,0.0,0.26785714285714285,0.0
Lucas,Digne,0.5,West Ham,Home,1282.0,0.02667706708268331,0.13057722308892358,1.343681747269891,3.694071762870515,4.563182527301092,0.0,0.2106084243369735,0.421216848673947,0.9126365054602185,0.280811232449298,0.0,0.140405616224649,3.4399375975039,3.369734789391576,1.684867394695788,5.124804992199688,0.0,0.0,0.0,0.140405616224649,0.0
Ezri,Konsa Ngoyo,2.0,West Ham,Home,2495.0,0.03643286573146293,0.019118236472945895,1.4703006012024051,2.697114228456914,3.1743486973947896,0.0,0.036072144288577156,0.28857715430861725,1.1903807615230462,0.10821643286573146,0.0,0.21643286573146292,5.302605210420841,3.1743486973947896,0.7214428857715431,6.024048096192385,0.0,0.0,0.0,0.0,0.036072144288577156
Ian,Maatsen,0.8,West Ham,Home,1165.0,0.05948497854077253,0.13442060085836913,1.5836909871244635,3.566008583690987,2.4721030042918453,0.0,0.0,0.15450643776824033,1.4678111587982832,0.0,0.0,0.15450643776824033,4.4034334763948495,5.175965665236052,2.4721030042918453,6.875536480686695,0.0,0.0,0.0,0.15450643776824033,0.0
Tyrone,Mings,0.5,West Ham,Home,841.0,0.06956004756242568,0.03852556480380499,1.736860879904875,3.4095124851367413,4.173602853745541,0.0,0.1070154577883472,0.3210463733650416,1.2841854934601664,0.4280618311533888,0.0,0.4280618311533888,6.527942925089179,2.67538644470868,0.4280618311533888,6.956004756242568,0.0,0.0,0.0,0.0,0.0
Pau,Torres,0.2,West Ham,Home,1280.0,0.044296875,0.023906250000000004,1.2009375000000002,3.2765625,3.4453125,0.0,0.0703125,0.28125,0.984375,0.140625,0.0,0.28125,5.34375,4.5703125,1.1953125,6.5390625,0.0703125,0.0,0.0,0.0,0.0
Lamare,Bogarde,0.2,West Ham,Home,594.0,0.0,0.013636363636363637,1.293939393939394,3.5439393939393944,3.181818181818182,0.0,0.0,0.30303030303030304,1.5151515151515151,0.6060606060606061,0.0,0.0,2.272727272727273,2.5757575757575757,1.9696969696969697,4.242424242424242,0.0,0.0,0.0,0.30303030303030304,0.0
