first_name,second_name,form,team_against,Home_Away,minutes,xG,xA,xGC,xPoints,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,saves,defensive_points,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards
Gabriel,Fernando de Jesus,1.5,Man Utd,Home,82.0,0.603658536585366,0.12073170731707317,0.20853658536585368,2.7768292682926834,3.2926829268292686,0.0,0.0,0.0,1.0975609756097562,0.0,0.0,0.0,2.1951219512195124,6.585365853658537,1.0975609756097562,9.878048780487806,0.0,0.0,0.0,0.0,0.0
Viktor,Gyökeres,2.3,Man Utd,Home,604.0,0.3829470198675497,0.10877483443708609,0.7986754966887417,3.34817880794702,3.2781456953642385,0.29801324503311255,0.0,0.29801324503311255,0.5960264900662251,0.29801324503311255,0.0,0.0,0.8940397350993378,2.3841059602649004,0.29801324503311255,3.576158940397351,0.0,0.0,0.0,0.29801324503311255,0.0
Ollie,Watkins,5.5,Newcastle,Away,803.0,0.566002490660025,0.05043586550435866,1.5500622665006227,4.88107098381071,5.379825653798257,0.5603985056039851,0.112079701120797,0.224159402241594,1.5691158156911582,0.6724782067247821,0.0,0.0,0.7845579078455791,1.793275217932752,0.448318804483188,3.0261519302615194,0.0,0.0,0.0,0.112079701120797,0.0
Zian,Flemming,0.3,Spurs,Home,314.0,0.501592356687898,0.031528662420382166,2.2385350318471335,4.107324840764331,7.165605095541401,1.1464968152866242,0.0,0.28662420382165604,1.7197452229299364,0.8598726114649682,0.0,0.0,2.006369426751592,1.1464968152866242,1.1464968152866242,4.2993630573248405,0.0,0.0,0.0,0.5732484076433121,0.0
Lyle,Foster,0.2,Spurs,Home,429.0,0.1951048951048951,0.025174825174825177,2.3097902097902097,2.3244755244755244,2.937062937062937,0.2097902097902098,0.0,0.2097902097902098,2.7272727272727275,0.2097902097902098,0.0,0.0,1.4685314685314685,1.8881118881118881,0.6293706293706294,3.9860139860139863,0.0,0.0,0.0,0.4195804195804196,0.0
Armando,Broja,3.7,Spurs,Home,277.0,0.22743682310469313,0.0032490974729241875,2.014440433212996,3.193862815884476,4.548736462093863,0.3249097472924188,0.0,0.0,2.2743682310469313,0.6498194945848376,0.0,0.0,0.9747292418772563,2.9241877256317688,0.6498194945848376,4.548736462093863,0.0,0.0,0.0,0.0,0.0
Francisco Evanilson,de Lima Barbosa,3.0,Liverpool,Home,646.0,0.36640866873065014,0.052941176470588235,1.9226006191950462,3.1569659442724456,3.900928792569659,0.2786377708978328,0.1393188854489164,0.1393188854489164,2.6470588235294117,0.2786377708978328,0.0,0.0,1.2538699690402477,2.3684210526315788,0.0,3.6222910216718267,0.0,0.0,0.0,0.1393188854489164,0.0
Junior,Kroupi,2.3,Liverpool,Home,207.0,0.6217391304347827,0.0391304347826087,2.9434782608695658,4.778260869565218,6.9565217391304355,0.8695652173913044,0.0,0.0,3.91304347826087,0.8695652173913044,0.0,0.0,2.608695652173913,2.608695652173913,0.8695652173913044,6.086956521739131,0.0,0.0,0.0,0.0,0.0
Igor Thiago,Nascimento Rodrigues,6.7,Nott'm Forest,Home,904.0,0.5814159292035398,0.033849557522123895,1.3679203539823008,4.617477876106194,5.176991150442478,0.6969026548672567,0.0,0.19911504424778761,1.8915929203539823,0.5973451327433629,0.0,0.0,1.8915929203539823,2.2898230088495577,0.5973451327433629,4.778761061946903,0.0,0.0,0.09955752212389381,0.09955752212389381,0.0
Danny,Welbeck,1.0,Fulham,Away,589.0,0.6539898132427844,0.039728353140916814,1.23616298811545,4.263157894736842,4.125636672325976,0.6112054329371817,0.0,0.30560271646859083,1.6808149405772497,0.45840407470288624,0.0,0.0,1.9864176570458405,1.6808149405772497,0.7640067911714771,4.431239388794567,0.0,0.0,0.30560271646859083,0.45840407470288624,0.0
João Pedro,Junqueira de Jesus,4.3,Crystal Palace,Away,786.0,0.37442748091603056,0.1236641221374046,1.390076335877863,4.387786259541985,5.3816793893129775,0.3435114503816794,0.3435114503816794,0.3435114503816794,1.1450381679389314,1.0305343511450382,0.0,0.0,2.0610687022900764,2.8625954198473287,1.0305343511450382,5.954198473282443,0.0,0.0,0.0,0.22900763358778628,0.0
Liam,Delap,2.2,Crystal Palace,Away,336.0,0.4714285714285714,0.03214285714285714,0.8732142857142856,4.125,3.75,0.26785714285714285,0.0,0.26785714285714285,1.3392857142857142,0.26785714285714285,0.0,0.0,0.8035714285714286,2.142857142857143,0.0,2.946428571428571,0.0,0.0,0.0,0.26785714285714285,0.0
Marc,Guiu Paz,0.0,Crystal Palace,Away,103.0,0.4805825242718447,0.02621359223300971,2.70873786407767,1.1271844660194177,0.8737864077669903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.621359223300971,2.621359223300971,0.0,5.242718446601942,0.0,0.0,0.0,0.8737864077669903,0.0
Jean-Philippe,Mateta,3.2,Chelsea,Home,862.0,0.4030162412993039,0.06995359628770303,1.2925754060324826,3.596867749419954,2.8190255220417635,0.20881670533642693,0.0,0.41763341067285387,1.0440835266821347,0.0,0.0,0.0,3.02784222737819,2.6102088167053363,0.20881670533642693,5.846867749419954,0.0,0.0,0.0,0.20881670533642693,0.0
Eddie,Nketiah,0.5,Chelsea,Home,227.0,0.35286343612334803,0.04361233480176212,1.9546255506607928,3.9211453744493396,5.550660792951542,0.39647577092511016,0.0,0.0,1.5859030837004406,1.1894273127753305,0.0,0.0,3.1718061674008813,3.9647577092511015,2.378854625550661,9.515418502202644,0.0,0.0,0.0,0.0,0.0
